user,title,price,bed,bedroom,bathroom,guest_adult,guest_kid,guest_pet,stay_type,description,latitude,longitude
24260,쿨한집,64166,4,5,4,5,2,6,4,제주도쿨한집,-34.957605,161.114083
24261,힙한집,92086,9,3,4,2,3,3,4,제주도힙한집,-20.133798,-15.119065
24262,ㅋㅋ집,63161,8,2,2,1,5,5,1,제주도ㅋㅋ집,-82.384268,-164.970048
24263,ㅎㅎ집,52696,6,3,2,6,2,7,2,제주도ㅎㅎ집,-75.16177,128.929118
24264,ㅁㅁ집,32160,6,4,2,4,5,3,3,제주도ㅁㅁ집,6.827627,-171.488916
24265,멋진집,52015,8,2,2,2,2,2,1,제주도멋진집,17.151206,46.794117
24266,쿨한집,58709,7,5,2,5,5,4,3,제주도쿨한집,78.848668,-110.649341
24267,힙한집,123184,5,4,4,6,3,5,2,제주도힙한집,66.217573,39.799538
24268,ㅋㅋ집,90589,9,2,2,2,3,2,2,제주도ㅋㅋ집,-84.589975,-61.43553
24269,ㅎㅎ집,128422,8,5,2,4,4,6,1,제주도ㅎㅎ집,-85.823927,167.110243
24270,ㅁㅁ집,45850,6,3,2,3,5,3,2,제주도ㅁㅁ집,61.089298,50.103099
24271,멋진집,109414,8,5,4,3,2,3,2,제주도멋진집,-6.819042,-86.377888
24272,쿨한집,31187,3,3,2,3,4,3,3,제주도쿨한집,80.547334,143.819544
24273,힙한집,40535,3,3,4,1,4,7,3,제주도힙한집,-58.399921,22.366829
24274,ㅋㅋ집,62179,4,3,3,5,4,5,4,제주도ㅋㅋ집,62.384907,-0.166644
24275,ㅎㅎ집,84426,6,4,2,5,2,4,2,제주도ㅎㅎ집,51.274096,167.381765
24276,ㅁㅁ집,59253,9,3,3,2,3,3,3,제주도ㅁㅁ집,-54.870268,-59.002402
24277,멋진집,126242,5,3,4,5,3,7,1,제주도멋진집,-48.256492,59.295652
24278,쿨한집,34339,9,4,4,3,2,6,4,제주도쿨한집,57.017385,111.838252
24279,힙한집,89444,6,5,4,2,5,6,3,제주도힙한집,-75.636829,-91.263069
24280,ㅋㅋ집,114699,5,2,3,2,2,5,2,제주도ㅋㅋ집,-69.897001,143.542481
24281,ㅎㅎ집,48543,6,3,2,3,2,2,1,제주도ㅎㅎ집,7.56085,8.840456
24282,ㅁㅁ집,46922,8,4,3,4,2,5,2,제주도ㅁㅁ집,-72.19174,24.892928
24283,멋진집,47089,6,2,4,1,5,2,4,제주도멋진집,36.287204,162.493132
24284,쿨한집,30618,7,5,2,4,2,7,3,제주도쿨한집,-63.196116,111.174699
24285,힙한집,79427,3,4,2,6,5,2,1,제주도힙한집,55.139617,-54.472622
24286,ㅋㅋ집,88259,6,5,3,6,5,4,1,제주도ㅋㅋ집,-65.749447,-17.159318
24287,ㅎㅎ집,87188,8,4,4,6,4,4,2,제주도ㅎㅎ집,-89.023441,134.976212
24288,ㅁㅁ집,45559,7,2,4,2,2,2,1,제주도ㅁㅁ집,81.530053,62.055101
24289,멋진집,73817,3,4,2,6,3,6,3,제주도멋진집,41.388026,61.002666
24290,쿨한집,81711,5,4,3,5,2,6,4,제주도쿨한집,-31.083242,110.213231
24291,힙한집,128172,7,2,4,1,2,5,4,제주도힙한집,88.530868,-80.40743
24292,ㅋㅋ집,86915,5,3,3,6,3,7,3,제주도ㅋㅋ집,-18.047815,28.355049
24293,ㅎㅎ집,129607,3,2,4,2,2,7,2,제주도ㅎㅎ집,71.016143,36.060343
24294,ㅁㅁ집,107649,6,4,3,6,5,2,4,제주도ㅁㅁ집,30.940026,-56.630019
24295,멋진집,48202,9,3,3,6,2,3,4,제주도멋진집,-18.746438,160.496614
24296,쿨한집,59813,3,4,2,2,5,2,4,제주도쿨한집,-12.114073,87.475557
24297,힙한집,53669,4,3,4,4,3,2,1,제주도힙한집,82.48149,-22.759992
24298,ㅋㅋ집,83519,7,4,3,5,5,2,2,제주도ㅋㅋ집,-20.16189,-178.784839
24299,ㅎㅎ집,61877,5,2,3,5,4,6,4,제주도ㅎㅎ집,63.269112,-68.831627
24300,ㅁㅁ집,108339,6,4,3,4,4,2,1,제주도ㅁㅁ집,89.976476,8.853213
24301,멋진집,118337,3,4,4,5,4,6,4,제주도멋진집,-78.738417,172.083019
24302,쿨한집,97236,8,3,2,1,4,5,3,제주도쿨한집,-54.452544,40.37188
24303,힙한집,90736,5,4,3,1,4,3,4,제주도힙한집,20.102959,-69.16299
24304,ㅋㅋ집,64105,7,5,4,1,5,4,1,제주도ㅋㅋ집,89.00894,-79.764083
24305,ㅎㅎ집,97950,3,3,2,6,3,5,4,제주도ㅎㅎ집,0.632193,91.392929
24306,ㅁㅁ집,82571,9,2,3,2,2,3,4,제주도ㅁㅁ집,81.257377,-83.237362
24307,멋진집,78786,9,2,2,4,3,4,4,제주도멋진집,-79.516894,-25.931007
24308,쿨한집,60945,5,4,2,3,4,6,1,제주도쿨한집,65.842534,97.506724
24309,힙한집,120955,6,4,3,5,4,4,2,제주도힙한집,-34.928409,-152.646033
24310,ㅋㅋ집,84320,8,5,3,1,4,2,3,제주도ㅋㅋ집,-85.518097,148.866108
24311,ㅎㅎ집,57864,4,5,4,6,3,5,1,제주도ㅎㅎ집,71.626113,-72.527875
24312,ㅁㅁ집,73903,8,3,3,5,5,4,1,제주도ㅁㅁ집,-2.623025,118.579561
24313,멋진집,59389,3,4,4,3,5,3,1,제주도멋진집,-30.522558,-16.880844
24314,쿨한집,85727,7,5,3,2,5,2,2,제주도쿨한집,-41.220349,-132.509886
24315,힙한집,111907,6,4,3,2,3,3,1,제주도힙한집,1.399277,92.349884
24316,ㅋㅋ집,35693,7,4,2,2,5,4,1,제주도ㅋㅋ집,77.494589,-5.414189
24317,ㅎㅎ집,104682,4,5,4,1,5,6,1,제주도ㅎㅎ집,78.574325,-17.512648
24318,ㅁㅁ집,60953,8,3,3,1,3,6,2,제주도ㅁㅁ집,-26.3704,-157.278571
24319,멋진집,124047,6,5,3,3,4,7,4,제주도멋진집,-23.995404,-136.727073
24320,쿨한집,94485,4,2,2,6,4,6,4,제주도쿨한집,-76.418317,-139.484015
24321,힙한집,46357,4,3,4,1,4,6,4,제주도힙한집,-84.793555,7.546587
24322,ㅋㅋ집,71386,8,3,2,3,2,4,3,제주도ㅋㅋ집,83.193361,-99.217094
24323,ㅎㅎ집,115951,3,3,3,6,3,6,4,제주도ㅎㅎ집,70.209065,69.917746
24324,ㅁㅁ집,103098,4,4,3,2,5,2,1,제주도ㅁㅁ집,-40.981898,172.676221
24325,멋진집,78549,4,3,4,5,5,7,1,제주도멋진집,3.65132,57.668529
24326,쿨한집,46113,8,2,4,2,2,7,3,제주도쿨한집,46.042214,-118.150892
24327,힙한집,104941,3,3,3,4,3,7,4,제주도힙한집,-41.350251,-106.844962
24328,ㅋㅋ집,71620,6,2,3,3,5,7,4,제주도ㅋㅋ집,79.933768,-118.235579
24329,ㅎㅎ집,108110,5,4,4,3,3,2,1,제주도ㅎㅎ집,64.656722,-165.003012
24330,ㅁㅁ집,74118,8,2,3,6,2,4,3,제주도ㅁㅁ집,67.399829,-115.55833
24331,멋진집,111142,5,2,3,5,3,2,4,제주도멋진집,-68.629038,156.253372
24332,쿨한집,72946,7,2,4,5,3,7,2,제주도쿨한집,20.566461,-151.933603
24333,힙한집,127737,9,3,2,1,5,5,1,제주도힙한집,-37.405409,139.581138
24334,ㅋㅋ집,88597,4,2,3,6,2,3,4,제주도ㅋㅋ집,3.049145,12.846119
24335,ㅎㅎ집,44300,9,4,2,5,4,5,3,제주도ㅎㅎ집,54.504847,128.196331
24336,ㅁㅁ집,63925,3,2,3,2,2,2,3,제주도ㅁㅁ집,45.714996,-0.78255
24337,멋진집,47603,6,3,4,4,2,2,4,제주도멋진집,81.941983,161.561753
24338,쿨한집,42224,6,2,3,3,4,5,4,제주도쿨한집,-20.225249,51.062122
24339,힙한집,87898,9,2,2,5,2,7,1,제주도힙한집,-22.11455,138.49435
24340,ㅋㅋ집,73519,5,4,3,4,3,6,3,제주도ㅋㅋ집,61.067236,161.170374
24341,ㅎㅎ집,49891,3,4,4,1,5,2,1,제주도ㅎㅎ집,40.240507,148.326888
24342,ㅁㅁ집,56305,5,5,4,4,2,5,2,제주도ㅁㅁ집,51.059529,110.119308
24343,멋진집,76770,4,5,2,1,3,3,2,제주도멋진집,75.390461,91.505057
24344,쿨한집,113826,5,3,2,4,5,5,2,제주도쿨한집,-57.407422,159.455952
24345,힙한집,41962,7,2,2,6,2,7,3,제주도힙한집,87.752196,161.310944
24346,ㅋㅋ집,76437,6,2,3,4,5,2,1,제주도ㅋㅋ집,38.727141,15.161441
24347,ㅎㅎ집,33717,9,2,4,6,5,5,4,제주도ㅎㅎ집,70.93346,63.158909
24348,ㅁㅁ집,89786,9,5,2,2,4,3,4,제주도ㅁㅁ집,-15.276434,130.517534
24349,멋진집,36006,3,2,2,1,3,2,4,제주도멋진집,-59.778898,-39.880855
24350,쿨한집,82650,9,3,2,3,5,2,3,제주도쿨한집,41.319559,-105.47828
24351,힙한집,90435,7,2,2,1,4,4,3,제주도힙한집,73.28368,-155.880331
24352,ㅋㅋ집,119089,8,4,3,4,5,2,4,제주도ㅋㅋ집,-86.288472,1.846465
24353,ㅎㅎ집,75668,6,2,4,4,4,5,1,제주도ㅎㅎ집,60.466307,-99.083094
24354,ㅁㅁ집,82951,9,3,3,1,3,3,1,제주도ㅁㅁ집,-81.778574,-174.91758
24355,멋진집,68580,3,2,3,2,5,7,1,제주도멋진집,56.268983,-119.207943
24356,쿨한집,125014,4,2,4,1,3,7,1,제주도쿨한집,67.326372,34.840458
24357,힙한집,63440,9,5,2,5,2,3,2,제주도힙한집,46.973463,71.531861
24358,ㅋㅋ집,65766,4,5,3,4,5,5,4,제주도ㅋㅋ집,-55.109212,116.532461
24359,ㅎㅎ집,37919,6,2,3,4,3,3,1,제주도ㅎㅎ집,37.421776,-80.778302
24360,ㅁㅁ집,31876,8,4,3,4,4,3,4,제주도ㅁㅁ집,24.980589,-64.247593
24361,멋진집,116556,8,5,3,5,3,6,1,제주도멋진집,-76.781593,107.473674
24362,쿨한집,99000,6,3,2,4,5,7,3,제주도쿨한집,19.028328,41.706724
24363,힙한집,100214,8,4,3,4,5,7,2,제주도힙한집,47.756467,56.815448
24364,ㅋㅋ집,75250,4,3,4,5,2,6,2,제주도ㅋㅋ집,43.392971,-32.207724
24365,ㅎㅎ집,93658,7,2,4,5,3,2,4,제주도ㅎㅎ집,-89.852237,121.08482
24366,ㅁㅁ집,41248,7,4,2,6,5,3,1,제주도ㅁㅁ집,0.114946,-98.988804
24367,멋진집,69894,8,4,3,6,3,7,1,제주도멋진집,-51.87904,172.942804
24368,쿨한집,37271,9,3,2,6,5,4,4,제주도쿨한집,52.067434,-18.609713
24369,힙한집,89689,9,2,2,6,4,4,4,제주도힙한집,-33.942155,50.293401
24370,ㅋㅋ집,74172,8,2,4,2,3,3,1,제주도ㅋㅋ집,85.470081,86.008516
24371,ㅎㅎ집,35539,5,2,3,3,3,6,4,제주도ㅎㅎ집,-86.556406,-118.137995
24372,ㅁㅁ집,31133,7,5,4,5,4,2,4,제주도ㅁㅁ집,10.147722,119.824572
24373,멋진집,92265,6,5,4,2,4,6,2,제주도멋진집,33.054645,-146.053447
24374,쿨한집,74102,7,3,4,3,2,2,3,제주도쿨한집,-15.169004,160.558616
24375,힙한집,89796,6,4,4,1,4,4,3,제주도힙한집,-84.799136,-89.952674
24376,ㅋㅋ집,88232,6,3,2,6,2,3,4,제주도ㅋㅋ집,-78.381296,-86.137823
24377,ㅎㅎ집,129198,9,5,4,6,2,2,2,제주도ㅎㅎ집,37.343987,147.461168
24378,ㅁㅁ집,115676,6,3,4,3,4,4,3,제주도ㅁㅁ집,-47.574306,-52.520403
24379,멋진집,109625,6,5,2,1,3,2,4,제주도멋진집,-35.439895,24.87668
24380,쿨한집,46479,8,5,4,4,4,6,4,제주도쿨한집,69.360362,71.757226
24381,힙한집,113914,9,4,3,1,3,2,3,제주도힙한집,-68.207508,5.536274
24382,ㅋㅋ집,40619,8,3,4,5,5,7,3,제주도ㅋㅋ집,-9.389993,34.514177
24383,ㅎㅎ집,53598,5,5,2,1,4,4,4,제주도ㅎㅎ집,-6.09466,-67.228376
24384,ㅁㅁ집,98925,4,3,2,3,5,2,2,제주도ㅁㅁ집,0.220513,19.895706
24385,멋진집,113152,4,4,2,1,5,4,1,제주도멋진집,-56.483803,157.929244
24386,쿨한집,30753,9,4,2,2,2,2,2,제주도쿨한집,52.361846,-4.542531
24387,힙한집,118485,4,3,2,4,3,3,3,제주도힙한집,32.833249,122.264646
24388,ㅋㅋ집,38099,7,3,3,5,5,6,2,제주도ㅋㅋ집,-6.942385,-125.428626
24389,ㅎㅎ집,119668,9,2,3,6,2,2,1,제주도ㅎㅎ집,56.695294,-50.194122
24390,ㅁㅁ집,95883,5,3,3,2,4,3,3,제주도ㅁㅁ집,81.273464,40.62217
24391,멋진집,63463,8,5,3,2,2,3,2,제주도멋진집,36.210251,51.101339
24392,쿨한집,123394,9,3,2,1,2,4,4,제주도쿨한집,-70.384927,66.822818
24393,힙한집,111556,8,2,4,6,3,4,3,제주도힙한집,-58.620295,109.932197
24394,ㅋㅋ집,124446,9,5,2,2,4,3,3,제주도ㅋㅋ집,77.155025,-154.612642
24395,ㅎㅎ집,67038,6,5,3,5,4,3,2,제주도ㅎㅎ집,-73.489467,-73.632007
24396,ㅁㅁ집,106304,3,2,2,1,4,2,4,제주도ㅁㅁ집,64.123703,19.956809
24397,멋진집,119391,6,2,4,2,4,7,3,제주도멋진집,-87.258325,-152.016542
24398,쿨한집,47597,7,2,3,2,3,4,2,제주도쿨한집,42.96065,156.397658
24399,힙한집,129101,9,3,4,4,5,3,3,제주도힙한집,-19.591191,82.767914
24400,ㅋㅋ집,71511,6,2,3,6,4,4,1,제주도ㅋㅋ집,-28.310969,-66.671404
24401,ㅎㅎ집,102531,9,3,2,6,5,2,2,제주도ㅎㅎ집,72.047979,46.504079
24402,ㅁㅁ집,35917,7,5,3,1,4,5,1,제주도ㅁㅁ집,-5.529448,-157.950289
24403,멋진집,68569,8,2,2,5,4,3,3,제주도멋진집,-19.519629,26.552405
24404,쿨한집,90547,4,2,2,2,2,7,1,제주도쿨한집,-32.194559,16.144971
24405,힙한집,56750,4,3,3,2,5,5,2,제주도힙한집,60.565724,3.559426
24406,ㅋㅋ집,81950,7,2,2,6,4,7,3,제주도ㅋㅋ집,-61.98927,-142.77678
24407,ㅎㅎ집,95654,7,4,3,4,3,6,4,제주도ㅎㅎ집,-53.134829,-138.754353
24408,ㅁㅁ집,39173,3,3,3,1,3,6,2,제주도ㅁㅁ집,51.749175,41.501268
24409,멋진집,36779,6,3,3,6,2,5,4,제주도멋진집,10.682164,158.878861
24410,쿨한집,121537,8,4,2,2,3,6,2,제주도쿨한집,-76.535855,171.784153
24411,힙한집,57011,5,5,2,2,3,5,2,제주도힙한집,-79.118776,46.184833
24412,ㅋㅋ집,99654,3,5,2,4,3,5,4,제주도ㅋㅋ집,35.137457,53.558863
24413,ㅎㅎ집,79399,5,3,2,6,4,4,3,제주도ㅎㅎ집,64.710268,-60.703375
24414,ㅁㅁ집,112216,9,5,3,6,2,2,2,제주도ㅁㅁ집,59.925175,28.207998
24415,멋진집,61960,7,2,2,4,2,7,1,제주도멋진집,-87.173156,-19.969585
24416,쿨한집,54685,8,2,2,5,4,3,3,제주도쿨한집,13.601114,179.714829
24417,힙한집,55388,5,5,2,3,3,7,2,제주도힙한집,71.168339,88.555474
24418,ㅋㅋ집,117921,8,5,3,4,5,6,2,제주도ㅋㅋ집,-80.428418,-94.258662
24419,ㅎㅎ집,98373,9,4,2,4,5,5,4,제주도ㅎㅎ집,69.589935,-131.216387
24420,ㅁㅁ집,81103,3,2,4,6,2,3,4,제주도ㅁㅁ집,4.303227,-105.188884
24421,멋진집,61935,7,4,2,2,5,5,1,제주도멋진집,-19.2368,162.045535
24422,쿨한집,45792,5,2,2,1,2,3,1,제주도쿨한집,11.676088,-83.15984
24423,힙한집,37989,4,5,2,4,3,3,4,제주도힙한집,44.186551,51.481434
24424,ㅋㅋ집,68291,7,4,3,2,2,2,4,제주도ㅋㅋ집,-35.053447,75.875362
24425,ㅎㅎ집,91072,5,4,4,1,4,5,1,제주도ㅎㅎ집,89.873075,-131.191431
24426,ㅁㅁ집,43139,4,4,3,5,2,6,2,제주도ㅁㅁ집,43.152131,166.193881
24427,멋진집,112657,9,2,3,5,2,2,2,제주도멋진집,-41.020185,176.622182
24428,쿨한집,118799,8,2,3,4,4,6,3,제주도쿨한집,50.947511,13.581423
24429,힙한집,74189,4,2,3,1,3,3,1,제주도힙한집,58.017481,-48.854006
24430,ㅋㅋ집,90381,3,5,3,1,3,4,4,제주도ㅋㅋ집,-85.373846,23.464084
24431,ㅎㅎ집,115313,7,4,4,5,2,3,2,제주도ㅎㅎ집,-72.915793,-11.492775
24432,ㅁㅁ집,36803,4,4,4,6,3,6,3,제주도ㅁㅁ집,-3.385192,130.562389
24433,멋진집,107920,3,3,3,1,3,5,3,제주도멋진집,-22.381955,26.426425
24434,쿨한집,119303,6,5,2,5,4,5,1,제주도쿨한집,51.751388,-142.062405
24435,힙한집,42580,6,2,4,5,5,5,1,제주도힙한집,-87.660867,115.067635
24436,ㅋㅋ집,73793,4,2,2,4,4,5,2,제주도ㅋㅋ집,63.455836,16.904641
24437,ㅎㅎ집,112445,4,2,4,6,5,2,2,제주도ㅎㅎ집,39.295459,76.196563
24438,ㅁㅁ집,45012,6,3,2,3,2,6,4,제주도ㅁㅁ집,-39.674261,-43.386497
24439,멋진집,49406,7,2,2,1,4,3,2,제주도멋진집,27.239592,-172.622895
24440,쿨한집,80291,4,5,4,4,2,7,3,제주도쿨한집,44.144169,89.596543
24441,힙한집,59719,6,3,2,6,2,3,2,제주도힙한집,14.014208,-105.542913
24442,ㅋㅋ집,124699,6,3,2,3,5,2,2,제주도ㅋㅋ집,80.749088,-143.185656
24443,ㅎㅎ집,30429,3,2,3,3,4,6,4,제주도ㅎㅎ집,30.34064,65.935407
24444,ㅁㅁ집,107417,3,5,3,5,3,6,1,제주도ㅁㅁ집,24.216662,-84.599211
24445,멋진집,36152,4,5,2,6,3,4,1,제주도멋진집,24.578121,-0.027242
24446,쿨한집,46620,3,3,2,2,4,7,2,제주도쿨한집,-37.547137,170.231827
24447,힙한집,77642,3,4,2,2,2,6,1,제주도힙한집,-70.093649,179.939377
24448,ㅋㅋ집,112759,7,3,2,2,2,7,3,제주도ㅋㅋ집,-14.771253,5.564706
24449,ㅎㅎ집,71960,5,2,4,3,3,4,3,제주도ㅎㅎ집,83.296252,116.744091
24450,ㅁㅁ집,108724,6,5,3,4,2,6,4,제주도ㅁㅁ집,-57.84241,-42.612302
24451,멋진집,89379,6,5,4,2,4,6,3,제주도멋진집,68.952719,-36.858673
24452,쿨한집,51265,5,3,2,2,2,2,3,제주도쿨한집,82.881794,175.978162
24453,힙한집,77723,8,4,3,6,3,7,4,제주도힙한집,50.079874,92.27554
24454,ㅋㅋ집,67863,8,5,2,5,5,6,4,제주도ㅋㅋ집,71.161563,29.810971
24455,ㅎㅎ집,121775,9,3,3,5,2,7,1,제주도ㅎㅎ집,18.337996,93.527531
24456,ㅁㅁ집,73801,8,4,3,4,3,2,1,제주도ㅁㅁ집,-68.453599,7.833919
24457,멋진집,77564,8,4,2,5,3,2,4,제주도멋진집,-24.202072,-64.967024
24458,쿨한집,127784,5,3,3,3,5,7,3,제주도쿨한집,-63.663404,-28.197325
24459,힙한집,80609,8,4,2,4,2,6,1,제주도힙한집,-40.817159,-126.067734
24460,ㅋㅋ집,113491,7,3,4,3,5,7,1,제주도ㅋㅋ집,32.640771,-178.459152
24461,ㅎㅎ집,117977,8,4,4,1,3,2,1,제주도ㅎㅎ집,79.409554,30.491204
24462,ㅁㅁ집,86908,7,3,4,1,5,2,4,제주도ㅁㅁ집,77.104386,-135.520141
24463,멋진집,48760,6,4,4,6,5,4,1,제주도멋진집,-26.343548,-13.164309
24464,쿨한집,113152,5,5,3,5,5,7,3,제주도쿨한집,-1.516561,170.585331
24465,힙한집,61441,7,3,3,4,2,2,2,제주도힙한집,44.208839,99.429841
24466,ㅋㅋ집,85371,3,4,4,5,2,7,4,제주도ㅋㅋ집,-3.61025,-98.139169
24467,ㅎㅎ집,32537,9,2,4,3,5,6,1,제주도ㅎㅎ집,44.043917,-61.023317
24468,ㅁㅁ집,35859,9,3,4,4,5,6,2,제주도ㅁㅁ집,-74.475264,-147.76806
24469,멋진집,44823,3,3,3,1,2,7,4,제주도멋진집,-11.541799,132.64392
24470,쿨한집,74862,8,2,3,4,2,5,1,제주도쿨한집,-2.60547,-7.926142
24471,힙한집,88735,7,3,2,3,3,3,1,제주도힙한집,-55.986167,140.044523
24472,ㅋㅋ집,105109,6,5,2,5,3,4,1,제주도ㅋㅋ집,-38.72838,58.399429
24473,ㅎㅎ집,93943,5,4,4,1,2,6,1,제주도ㅎㅎ집,-71.246618,12.993211
24474,ㅁㅁ집,84537,3,3,2,2,4,5,2,제주도ㅁㅁ집,-29.991224,-43.658068
24475,멋진집,63500,7,2,4,3,4,5,2,제주도멋진집,-26.86586,94.59622
24476,쿨한집,41029,6,4,3,3,4,4,4,제주도쿨한집,7.755524,-87.256422
24477,힙한집,37756,8,5,4,3,5,7,1,제주도힙한집,70.654286,-141.277778
24478,ㅋㅋ집,71575,4,2,2,5,2,3,3,제주도ㅋㅋ집,0.773338,-125.783492
24479,ㅎㅎ집,33984,6,4,4,6,2,4,1,제주도ㅎㅎ집,15.938073,67.478901
24480,ㅁㅁ집,94777,3,2,3,4,5,7,3,제주도ㅁㅁ집,-28.946811,138.923751
24481,멋진집,58292,8,5,3,6,5,5,3,제주도멋진집,-49.567587,131.240478
24482,쿨한집,125944,6,3,2,6,4,6,3,제주도쿨한집,-71.469278,-164.396568
24483,힙한집,94210,6,3,2,6,4,2,4,제주도힙한집,-79.778972,90.419745
24484,ㅋㅋ집,34488,4,4,3,5,4,4,1,제주도ㅋㅋ집,1.155491,-19.77484
24485,ㅎㅎ집,45739,8,3,3,1,2,5,3,제주도ㅎㅎ집,-65.773012,46.060688
24486,ㅁㅁ집,45492,4,5,3,3,3,5,3,제주도ㅁㅁ집,-65.751275,-71.555413
24487,멋진집,67723,8,5,4,3,5,5,4,제주도멋진집,-34.24701,-128.921444
24488,쿨한집,103071,8,2,3,2,2,7,2,제주도쿨한집,-50.610544,142.154403
24489,힙한집,102067,3,4,3,3,3,4,2,제주도힙한집,-83.531708,-152.649925
24490,ㅋㅋ집,109706,8,3,3,2,5,3,3,제주도ㅋㅋ집,-22.026026,35.489054
24491,ㅎㅎ집,61321,3,5,3,6,5,5,2,제주도ㅎㅎ집,-85.7798,45.740944
24492,ㅁㅁ집,50624,3,3,3,1,4,5,2,제주도ㅁㅁ집,-38.366187,-142.679066
24493,멋진집,51052,5,3,3,4,4,4,4,제주도멋진집,8.11816,54.557989
24494,쿨한집,58291,7,3,4,2,3,4,2,제주도쿨한집,18.470191,-25.591995
24495,힙한집,96524,5,5,2,3,5,4,3,제주도힙한집,53.963463,82.962972
24496,ㅋㅋ집,42452,9,3,2,4,2,6,1,제주도ㅋㅋ집,4.728652,-24.137444
24497,ㅎㅎ집,67811,5,2,2,3,3,3,1,제주도ㅎㅎ집,27.093922,-96.15922
24498,ㅁㅁ집,124228,6,2,4,5,2,2,4,제주도ㅁㅁ집,-8.181341,92.577715
24499,멋진집,68425,6,2,2,5,2,4,1,제주도멋진집,-41.040411,77.860787
24500,쿨한집,57359,5,2,4,4,3,3,2,제주도쿨한집,-49.23523,144.86828
24501,힙한집,36694,7,3,4,2,3,2,3,제주도힙한집,18.183593,167.512683
24502,ㅋㅋ집,79970,7,2,4,2,4,2,1,제주도ㅋㅋ집,4.106007,-98.824443
24503,ㅎㅎ집,85211,6,4,3,6,4,7,4,제주도ㅎㅎ집,70.496286,-164.62826
24504,ㅁㅁ집,120345,4,2,2,4,3,6,1,제주도ㅁㅁ집,-60.65138,-103.302737
24505,멋진집,82866,5,2,2,1,5,3,1,제주도멋진집,-22.173606,101.509271
24506,쿨한집,30239,6,4,3,2,2,5,4,제주도쿨한집,-89.702941,-57.196019
24507,힙한집,35806,7,3,3,3,4,7,1,제주도힙한집,62.119644,145.696145
24508,ㅋㅋ집,58827,8,3,3,6,3,4,2,제주도ㅋㅋ집,-58.526247,178.787824
24509,ㅎㅎ집,99905,5,2,3,6,5,4,2,제주도ㅎㅎ집,0.324211,-116.142111
24510,ㅁㅁ집,125126,7,3,3,6,3,7,4,제주도ㅁㅁ집,66.488252,-47.322058
24511,멋진집,118063,6,3,4,1,4,7,4,제주도멋진집,3.687432,126.261727
24512,쿨한집,32165,9,3,2,5,3,5,4,제주도쿨한집,-79.710015,-33.504237
24513,힙한집,113476,4,2,3,3,4,6,1,제주도힙한집,-43.634104,86.407241
24514,ㅋㅋ집,73229,6,5,4,5,3,6,3,제주도ㅋㅋ집,35.959638,-144.518563
24515,ㅎㅎ집,35290,9,5,2,5,3,5,3,제주도ㅎㅎ집,58.740214,-98.064289
24516,ㅁㅁ집,60516,9,2,3,6,4,4,2,제주도ㅁㅁ집,-16.153498,25.696752
24517,멋진집,79383,4,5,4,3,4,5,4,제주도멋진집,-77.812166,107.576154
24518,쿨한집,106098,4,5,4,6,3,7,3,제주도쿨한집,-79.208726,-81.680772
24519,힙한집,35138,7,2,3,1,4,5,2,제주도힙한집,-9.093815,-41.15791
24520,ㅋㅋ집,70959,8,4,4,2,4,5,4,제주도ㅋㅋ집,-67.204583,-6.667455
24521,ㅎㅎ집,113275,9,5,4,4,4,4,1,제주도ㅎㅎ집,78.260475,-74.360667
24522,ㅁㅁ집,82479,7,4,4,2,5,7,4,제주도ㅁㅁ집,80.282365,-105.239945
24523,멋진집,121506,3,3,3,3,3,6,3,제주도멋진집,59.684677,-122.975405
24524,쿨한집,86360,4,5,2,6,3,5,1,제주도쿨한집,-17.922681,41.776463
24525,힙한집,88801,7,3,2,4,5,3,3,제주도힙한집,-29.917898,50.075734
24526,ㅋㅋ집,123692,7,4,4,3,2,7,3,제주도ㅋㅋ집,65.009244,-154.212005
24527,ㅎㅎ집,117556,4,4,4,1,4,3,3,제주도ㅎㅎ집,-46.293062,-136.671292
24528,ㅁㅁ집,105551,5,4,2,4,4,4,2,제주도ㅁㅁ집,-0.229349,166.838471
24529,멋진집,121209,6,3,2,5,3,3,2,제주도멋진집,70.477305,152.763082
24530,쿨한집,39905,6,5,3,4,5,3,1,제주도쿨한집,81.080891,-49.451056
24531,힙한집,95892,6,4,3,2,5,6,4,제주도힙한집,60.452011,8.258733
24532,ㅋㅋ집,62210,9,2,2,3,4,5,2,제주도ㅋㅋ집,-81.428224,-130.574059
24533,ㅎㅎ집,74161,7,4,4,2,2,6,4,제주도ㅎㅎ집,2.739241,-88.690415
24534,ㅁㅁ집,41192,7,5,2,1,2,4,3,제주도ㅁㅁ집,-77.001619,-56.900525
24535,멋진집,120562,8,4,2,3,2,4,4,제주도멋진집,85.399157,39.198943
24536,쿨한집,104202,7,3,2,3,5,5,4,제주도쿨한집,-44.217172,167.321128
24537,힙한집,88982,5,4,2,4,4,2,3,제주도힙한집,-22.978943,-26.427772
24538,ㅋㅋ집,126916,5,2,3,6,3,3,2,제주도ㅋㅋ집,55.497253,30.935679
24539,ㅎㅎ집,64786,6,3,2,4,2,7,4,제주도ㅎㅎ집,-9.272652,-102.729567
24540,ㅁㅁ집,105151,5,5,3,1,2,2,2,제주도ㅁㅁ집,-33.78039,-83.768068
24541,멋진집,37598,5,5,2,2,5,7,1,제주도멋진집,-41.426782,-24.581778
24542,쿨한집,112358,7,4,4,4,2,2,2,제주도쿨한집,-55.15047,-53.100125
